ui,EndDate,Duration_tot,UserLanguage,Country,Consent_1,Condition,Age,Gender,Pol_ideo,Education,CRT,Demand_1,Demand_2,Demand,Attention_1,Attention_H,Timing_Inoc_Opening,Timing_Inoc_Warning,Timing_Inoc_1,Timing_Inoc_2,Threat_1,Threat_2,Threat_3,Threat_4,Threat,Affect_T1_1,Sci_Duration_1,Sci_1_Affect_1,Trial_1,Sci_Duration_2,Sci_2_Affect_1,Trial_2,Sci_Duration_3,Sci_3_Affect_1,Trial_3,Sci_Duration_4,Sci_4_Affect_1,Trial_4,Sci_Duration_5,Sci_5_Affect_1,Trial_5,Sci_Duration_6,Sci_6_Affect_1,Trial_6,Sci_Duration_7,Sci_7_Affect_1,Trial_7,Sci_Duration_8,Sci_8_Affect_1,Trial_8,Sci_Duration_9,Sci_9_Affect_1,Trial_9,Sci_Duration_10,Sci_10_Affect_1,Trial_10,Action_Duration_1,Act_1_Affect_1,Trial_11,Action_Duration_2,Act_2_Affect_1,Trial_12,Action_Duration_3,Act_3_Affect_1,Trial_13,Action_Duration_4,Act_4_Affect_1,Trial_14,Action_Duration_5,Act_5_Affect_1,Trial_15,Action_Duration_6,Act_6_Affect_1,Trial_16,Action_Duration_7,Act_7_Affect_1,Trial_17,Action_Duration_8,Act_8_Affect_1,Trial_18,Action_Duration_9,Act_9_Affect_1,Trial_19,Action_Duration_10,Act_10_Affect_1,Trial_20,CCB_real,CCB_cause,CCB_cons,CCB,WEPT_90,WEPT_Time,WEPT_1_acc,WEPT_2_acc,WEPT_3_acc,WEPT_4_acc,WEPT_5_acc,WEPT_6_acc,WEPT_7_acc,WEPT_8_acc,WEPT_Duration_1,WEPT_Duration_2,WEPT_Duration_3,WEPT_Duration_4,WEPT_Duration_5,WEPT_Duration_6,WEPT_Duration_7,WEPT_Duration_8,MIST_Timing_Page.Submit,T_Support,T_Delay,F_Support,F_Delay,MIST_score,MIST_T_score,MIST_F_score,T_Support_1,T_Support_2,T_Support_3,T_Support_4,T_Support_5,T_Delay_1,T_Delay_2,T_Delay_3,T_Delay_4,T_Delay_5,F_Support_1,F_Support_2,F_Support_3,F_Support_4,F_Support_5,F_Delay_1,F_Delay_2,F_Delay_3,F_Delay_4,F_Delay_5,F_Support_1_R,F_Support_2_R,F_Support_3_R,F_Support_4_R,F_Support_5_R,F_Delay_1_R,F_Delay_2_R,F_Delay_3_R,F_Delay_4_R,F_Delay_5_R,F_Support_R,F_Delay_R,MIST_dprime,MIST_cbias,MIST_hitrate,MIST_falsealarm,MIST_D_dprime,MIST_D_cbias,MIST_D_hitrate,MIST_D_falsealarm,MIST_S_dprime,MIST_S_cbias,MIST_S_hitrate,MIST_S_falsealarm,Inoculation_Group
0699F670-ACAF-42F7-957D-9FDFD55A9232,24/05/2023 13:11,955,EN,Ireland,23,4,46,0,4,4,1,2,1,2,3,NA,11.442,16.586,16.741,16.876,6,6,6,5,5.75,81,9.56,74,7,4.846,45,16,6.201,61,10,11.574,63,9,5.232,52,14,11.967,71,8,4.806,44,17,7.923,71,2,5.561,42,19,10.75,72,1,4.798,71,6,8.583,59,11,8.431,55,12,6.649,44,15,10.511,30,20,3.683,77,4,8.493,71,5,4.992,36,18,7.686,52,13,7.403,75,3,3.333333333,5,4.333333333,4.222222222,2,2,0.923076923,0.933333333,0,0,0,0,0,0,7.932,10.937,3.592,NA,NA,NA,NA,NA,97.495,5,5,4,1,15,10,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,4,0.5,-0.75,1,0.5,0.8,-0.6,1,0.2,0.2,-0.9,1,0.8,Socioaffective
61827AFC-3848-40A7-A397-8AAD1F397A46,24/05/2023 17:30,707,EN,Ireland,23,1,58,0,6,3,2,0,0,0,3,NA,11.076,16.418,63.959,21.066,3,3,3,3,3,27,11.754,27,5,5.304,29,19,7.53,26,10,6.918,29,4,3.935,29,18,3.361,28,13,3.332,29,1,13.734,30,2,5.492,28,14,5.878,28,17,5.536,26,12,4.785,27,20,11.681,26,3,7.022,28,11,5.216,28,15,7.631,27,6,4.362,28,16,5.352,26,7,4.835,27,9,7.215,27,8,2.333333333,3,2.333333333,2.555555556,0,0,0,0,0,0,0,0,0,0,5.718,NA,NA,NA,NA,NA,NA,NA,58.289,4,1,4,1,10,5,5,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,4,0,-0.5,0.5,0.5,0,-0.2,0.2,0.2,0,-0.8,0.8,0.8,Cognitive
2014C174-A120-4077-AE1E-971CF6207768,24/05/2023 17:31,1207,EN,Ireland,23,5,29,0,4,3,0,0,1,1,3,NA,63.767,446.958,19.926,20.684,6,7,7,7,6.75,100,3.559,16,12,47.56,0,2,3.795,10,18,2.725,0,4,3.105,0,5,3.504,51,1,2.996,0,3,2.957,23,19,5.104,0,6,3.797,0,9,3.771,3,11,3.556,2,20,4.419,0,8,6.468,0,7,7.821,7,15,2.92,20,13,3.586,13,17,3.858,10,16,2.964,10,14,2.702,0,10,5,5,5,5,0,0,0,0,0,0,0,0,0,0,3.439,NA,NA,NA,NA,NA,NA,NA,139.468,5,5,4,0,16,10,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,5,0.6,-0.7,1,0.4,1,-0.5,1,0,0.2,-0.9,1,0.8,Cognitive
5CF267B0-95B3-4314-942D-52FEDD4EA4CB,24/05/2023 19:11,1782,EN,Ireland,23,0,30,0,9,4,0,0,0,0,3,NA,NA,NA,NA,NA,7,6,5,4,5.5,83,2.352,71,3,2.582,76,18,2.822,45,12,2.535,63,13,2.403,63,20,3.287,77,11,727.019,64,9,2.697,82,5,3.236,70,1,3.064,66,14,2.802,69,19,2.797,58,6,76.301,73,15,3.097,76,10,126.778,78,7,2.808,79,16,2.733,53,2,2.826,74,17,2.539,75,8,3.545,71,4,2.666666667,5,4,3.888888889,0,0,0,0,0,0,0,0,0,0,1.355,NA,NA,NA,NA,NA,NA,NA,10.202,2,0,4,2,6,2,6,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,3,-0.4,-0.4,0.2,0.6,-0.4,-0.2,0,0.4,-0.4,-0.6,0.4,0.8,Control
789451EE-967C-491F-A258-3F214035B804,24/05/2023 19:26,2718,EN,Ireland,23,3,65,0,6,3,2,0,0,0,3,NA,23.798,20.41,16.36,23.082,5,4,3,5,4.25,58,14.721,67,12,11.015,74,17,14.897,69,10,13.682,70,18,11.14,68,8,15.112,70,11,5.682,70,19,19.071,68,9,9.459,66,6,15.892,73,15,8.775,66,4,21.319,66,2,16.025,70,3,14.043,71,14,22.057,74,20,18.031,69,1,21.001,70,13,6.812,71,7,13.392,69,16,12.692,66,5,4.666666667,4,4.666666667,4.444444444,1,2,0.846153846,1,0,0,0,0,0,0,20.013,11.494,6.869,NA,NA,NA,NA,NA,153.843,4,5,3,1,15,9,4,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,2,4,0.5,-0.65,0.9,0.4,0.8,-0.6,1,0.2,0.2,-0.7,0.8,0.6,Cognitive
8AD1136D-0BC9-4153-86D6-1193F4201540,24/05/2023 19:47,1078,EN,Ireland,23,5,29,0,8,3,2,0,1,0,3,NA,10.701,20.163,15.945,15.896,4,4,4,4,4,37,2.658,44,16,5.401,45,9,2.989,45,14,8.569,47,5,6.281,38,8,9.6,38,4,3.054,39,7,8.2,50,10,2.57,47,12,4.147,52,20,7.481,50,1,3.001,44,18,10.201,52,3,2.867,45,15,4.972,48,6,2.974,45,19,3.701,47,17,4.101,40,2,3.101,52,11,2.702,48,13,2.666666667,3,3.333333333,3,1,3,0.923076923,0.866666667,0.8,0,0,0,0,0,7.2,3.901,2.4,5.033,NA,NA,NA,NA,162.944,2,4,0,4,12,6,4,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,5,1,0.2,-0.5,0.6,0.4,0,-0.8,0.8,0.8,0.4,-0.2,0.4,0,Cognitive
D92EAC55-43CC-4F50-A6C0-9BF10AC4B76E,24/05/2023 20:28,1141,EN,Ireland,23,2,56,0,5,3,1,0,0,0,3,NA,11.823,15.901,16.246,25.412,4,6,5,5,5,72,3.736,44,19,8.854,33,9,3.437,45,7,3.416,41,18,6.156,62,3,3.887,41,10,3.957,61,16,3.59,67,4,13.001,70,2,9.964,35,5,3.45,29,11,3.229,34,17,3.835,35,12,13.182,68,1,3.35,35,20,3.874,30,13,8.147,65,8,3.443,43,15,3.367,56,14,5.777,27,6,4.666666667,4,4,4.222222222,0,4,0.769230769,0.666666667,0.6,0.866666667,0,0,0,0,21.88,8.792,8.667,9.73,20.931,NA,NA,NA,93.396,4,3,2,2,13,7,4,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,3,3,0.3,-0.55,0.7,0.4,0.2,-0.5,0.6,0.4,0.4,-0.6,0.8,0.4,Socioaffective
98FB7B99-BB83-4BDF-8AB5-F11A65B49830,24/05/2023 23:00,12791,EN,Ireland,23,4,30,0,10,3,3,0,0,0,3,NA,25.537,16.775,27.683,39.053,5,5,4,3,4.25,80,47.848,36,14,62.118,0,6,87.387,79,16,70.773,0,13,13.722,67,4,36.718,83,17,16.783,62,18,27.024,80,2,12.365,80,1,30.662,21,9,12.263,0,12,24.515,77,19,10.555,23,10,46.582,52,5,14.152,0,8,40.065,0,7,19.087,80,20,13.682,90,3,33.648,34,11,26.177,68,15,5,5,5,5,1,1,0.923076923,0,0,0,0,0,0,0,39.313,3.897,NA,NA,NA,NA,NA,NA,251.42,4,5,0,4,15,9,4,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,5,1,0.5,-0.65,0.9,0.4,0.2,-0.9,1,0.8,0.8,-0.4,0.8,0,Socioaffective
41E3982A-0706-47A2-8B39-848EDE7F5D2B,24/05/2023 23:18,1745,EN,Ireland,23,1,29,0,6,3,3,0,0,0,3,NA,11.58,772.604,24.69,31.279,4,4,4,4,4,51,2.786,51,9,3.565,51,7,3.266,50,6,4.809,50,20,3.688,50,16,11.845,51,3,3.07,50,17,2.693,51,8,10.494,51,15,4.303,51,1,2.783,49,19,8.543,51,11,3.101,49,14,4.04,51,2,2.685,50,13,3.844,51,12,9.197,51,10,14.652,51,5,13.142,49,4,6.582,50,18,3,2.333333333,3,2.777777778,0,2,0.692307692,0.8,0,0,0,0,0,0,8.702,8.657,1.766,NA,NA,NA,NA,NA,129.806,2,4,0,4,12,6,4,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,5,1,0.2,-0.5,0.6,0.4,0,-0.8,0.8,0.8,0.4,-0.2,0.4,0,Cognitive
60A3889F-C470-4F29-A052-4E75B975ADBD,25/05/2023 01:51,1665,EN,Ireland,23,0,49,0,4,3,0,0,0,0,3,NA,NA,NA,NA,NA,5,5,6,6,5.5,46,28.393,44,17,17.47,48,5,14.416,62,6,17.174,20,19,19.302,37,2,30.592,48,1,5.677,47,14,18.793,31,4,12.098,23,12,31.174,20,11,8.802,18,20,22.742,42,16,21.282,16,18,21.735,64,8,21.423,38,3,15.575,38,10,25.719,55,7,14.007,59,13,16.266,65,15,27.735,30,9,5,5,5,5,0,0,0,0,0,0,0,0,0,0,33.302,NA,NA,NA,NA,NA,NA,NA,277.026,3,3,1,2,13,6,3,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,4,3,0.3,-0.45,0.6,0.3,0.2,-0.5,0.6,0.4,0.4,-0.4,0.6,0.2,Control
CA4200C1-799A-491B-AA74-16ED3A0635B3,25/05/2023 12:05,1026,EN,Ireland,23,2,69,1,1,3,0,0,0,0,3,NA,11.859,16.432,19.344,18.029,6,6,5,5,5.5,51,13.085,30,12,10.155,37,17,8.452,61,11,12.941,21,7,9.225,59,9,10.441,28,5,4.726,60,4,13.359,29,14,7.61,60,1,11.438,29,16,5.865,30,18,8.882,60,3,12.497,69,6,11.654,59,20,16.04,61,8,10.718,40,15,10.37,40,13,6.735,42,2,10.474,28,19,12.425,44,10,4,4,3.333333333,3.777777778,0,1,0.846153846,0,0,0,0,0,0,0,10.465,6.794,NA,NA,NA,NA,NA,NA,83.363,5,5,5,5,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,-1,1,1,0,-1,1,1,Socioaffective
853A770C-E25B-4F58-BEBA-F50B6613A6E7,25/05/2023 12:21,1173,EN,Ireland,23,1,63,1,5,2,1,0,0,0,3,NA,17.801,18.501,24,25.301,6,6,6,6,6,52,19.801,12,19,18.065,52,10,21.788,58,2,19.001,25,11,17.389,31,15,19.457,52,9,6.951,52,13,22.791,52,4,11.201,52,17,21.292,28,14,11.801,7,8,20.158,79,1,20.601,52,7,17.801,23,12,22.199,29,20,18.283,66,5,19.601,29,18,9.043,12,16,18.079,31,3,21,31,6,4.666666667,4.333333333,4,4.333333333,0,0,0,0,0,0,0,0,0,0,16.592,NA,NA,NA,NA,NA,NA,NA,140.949,5,5,5,1,14,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4,0.4,-0.8,1,0.6,0.8,-0.6,1,0.2,0,-1,1,1,Cognitive
CFF2BA24-092B-4A65-812C-51F43480F1E1,25/05/2023 12:23,1386,EN,Ireland,23,6,48,0,8,4,2,0,0,0,3,NA,11.442,16.161,16.486,16.501,4,4,4,4,4,60,10.163,45,16,6.729,56,4,6.009,45,8,7.929,57,17,7.849,43,15,6.575,54,11,3.306,44,3,11.629,48,18,7.065,46,13,10.235,55,12,7.148,40,1,4.434,56,19,7.692,57,20,7.883,30,9,9.056,41,7,5.422,55,10,8.996,55,6,3.563,41,5,8.33,47,14,18.123,54,2,5,3.666666667,4,4.222222222,0,0,0,0,0,0,0,0,0,0,15.206,NA,NA,NA,NA,NA,NA,NA,100.783,4,5,2,2,15,9,4,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,3,3,0.5,-0.65,0.9,0.4,0.6,-0.7,1,0.4,0.4,-0.6,0.8,0.4,Socioaffective
7EFB3F2D-6434-4041-9C55-1A5A96333429,25/05/2023 12:29,958,EN,Ireland,23,3,21,0,5,2,2,0,1,1,3,NA,11.824,17.107,16.737,15.92,4,4,7,4,4.75,59,8.709,55,11,5.295,61,20,7.72,44,7,5.473,81,13,7.615,43,3,9.347,61,10,6.667,67,17,9.405,67,16,101.729,43,9,4.963,64,18,7.167,38,2,7.842,50,5,9.759,70,12,3.575,73,14,6.537,61,8,3.675,53,4,14.415,59,6,6.31,75,15,3.783,63,19,3.607,49,1,4.666666667,2.333333333,3,3.333333333,1,1,0.923076923,0,0,0,0,0,0,0,7.687,6.264,NA,NA,NA,NA,NA,NA,99.502,2,4,2,3,11,6,5,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,3,2,0.1,-0.55,0.6,0.5,0.2,-0.7,0.8,0.6,0,-0.4,0.4,0.4,Cognitive
27D8A6EB-842F-4F42-A5AE-3AD1AEF9EF21,25/05/2023 12:32,862,EN,Ireland,23,0,38,0,5,4,1,1,1,1,3,NA,NA,NA,NA,NA,5,5,5,5,5,69,10.963,43,8,3.8,43,9,10.485,46,12,34.195,41,2,3.376,31,15,21.046,50,1,3.988,50,18,18.027,51,7,7.497,45,19,3.451,37,14,5.771,50,6,8.019,30,4,8.132,29,3,16.296,32,5,14.158,44,20,4.62,42,11,21.98,49,17,5.356,35,16,3.19,39,10,3.455,35,13,5,4,3.666666667,4.222222222,1,2,0.846153846,1,0,0,0,0,0,0,13.951,4.563,5.231,NA,NA,NA,NA,NA,118.116,5,3,4,1,13,8,5,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,4,0.3,-0.65,0.8,0.5,0.4,-0.4,0.6,0.2,0.2,-0.9,1,0.8,Control
A76F2D50-5D63-4BBA-AEF2-EF32680C19FE,25/05/2023 12:38,2032,EN,Ireland,23,4,58,1,5,3,2,0,0,0,3,NA,15.201,53.405,16.196,37.547,7,7,1,7,5.5,86,60.671,70,3,19.518,95,19,50.85,100,11,7.749,100,16,38.075,100,18,8.891,100,12,9.194,81,2,12.533,100,17,7.103,92,4,5.901,100,7,8.495,100,15,10.005,83,8,26.422,94,13,9.102,92,9,5.636,100,6,29.695,82,20,23.955,100,14,277.626,79,1,10.884,100,5,9.207,75,10,5,5,5,5,4,4,0.923076923,1,0.933333333,0.933333333,0,0,0,0,4.072,15.654,10.548,22.141,4.273,NA,NA,NA,223.652,5,4,5,2,12,9,7,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,3,0.2,-0.8,0.9,0.7,0.4,-0.6,0.8,0.4,0,-1,1,1,Socioaffective
6905493E-D791-484C-8171-431FB7E8A85A,25/05/2023 12:41,2027,EN,Ireland,23,0,38,0,6,3,2,0,0,0,3,NA,NA,NA,NA,NA,7,4,4,1,4,31,28.277,0,7,21.082,51,11,16.892,100,6,15.223,100,18,11.757,51,20,7.579,51,12,21.762,51,16,32.859,0,2,20.836,100,3,7.965,100,15,13.482,0,5,12.482,100,19,37.996,0,1,25.273,100,17,9.111,100,13,24.234,100,10,17.406,100,4,9.949,99,14,28.778,100,8,28.678,100,9,2.333333333,2,2.666666667,2.333333333,0,0,0,0,0,0,0,0,0,0,43.846,NA,NA,NA,NA,NA,NA,NA,173.292,0,2,1,2,9,2,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,4,3,-0.1,-0.25,0.2,0.3,0,-0.4,0.4,0.4,-0.2,-0.1,0,0.2,Control
208B91A4-0E48-4FFC-A90C-05E193A9891B,25/05/2023 12:44,1480,EN,Ireland,23,2,47,1,7,3,0,0,0,0,3,NA,49.901,110.602,22.473,23.855,4,4,3,4,3.75,78,94.181,82,10,22.928,82,12,3.159,82,20,4.439,82,6,11.026,84,3,347.181,81,2,3.689,85,5,3.065,83,18,173.817,84,13,3.062,83,19,4.349,83,14,3.938,82,1,3.29,82,15,46.291,82,4,20.89,82,7,3.759,81,8,4.847,83,17,42.6,84,9,3.903,82,11,3.201,82,16,4,4,4,4,0,2,0.846153846,0.866666667,0,0,0,0,0,0,3.554,3.444,2.145,NA,NA,NA,NA,NA,44.685,5,5,4,3,13,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,2,0.3,-0.85,1,0.7,0.4,-0.8,1,0.6,0.2,-0.9,1,0.8,Socioaffective
BAAD40E1-0FD9-46F7-B153-582D530669E6,25/05/2023 12:44,678,EN,Ireland,23,3,40,1,5,3,0,0,0,0,3,NA,16.495,16.091,16.852,16.452,5,5,4,3,4.25,60,9.347,67,5,6.026,73,13,8.197,29,10,6.452,25,6,8.154,24,20,12.161,39,7,3.388,69,12,11.721,26,19,7.09,50,3,13.389,25,2,4.921,19,14,10.465,29,11,5.564,23,18,7.422,60,4,6.334,29,9,7.644,24,16,7.644,14,15,3.65,68,17,11.028,25,8,11.055,28,1,2.333333333,4,2.666666667,3,0,0,0,0,0,0,0,0,0,0,7.64,NA,NA,NA,NA,NA,NA,NA,76.601,1,3,0,3,11,4,3,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,5,2,0.1,-0.35,0.4,0.3,0,-0.6,0.6,0.6,0.2,-0.1,0.2,0,Cognitive
B3AC8BB0-9768-4267-B197-D24728CDE875,25/05/2023 12:45,633,EN,Ireland,23,1,48,1,6,3,3,0,0,0,3,NA,11.033,16.147,15.845,15.776,4,3,4,5,4,59,2.87,64,4,3.121,60,11,3.331,59,18,3.026,61,3,2.5,58,19,3.061,64,14,2.946,43,20,4.766,58,2,2.501,59,16,2.834,62,7,2.801,63,10,3.241,62,15,3.3,58,13,3.493,62,12,3.324,62,8,7.238,58,1,2.855,61,9,2.997,62,5,2.927,61,17,3.036,65,6,4,4,4,4,0,2,0.846153846,0.866666667,0,0,0,0,0,0,2.582,2.626,9.23,NA,NA,NA,NA,NA,83.423,4,4,2,0,16,8,2,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,3,5,0.6,-0.5,0.8,0.2,0.8,-0.4,0.8,0,0.4,-0.6,0.8,0.4,Cognitive
67C3D588-0ED0-49C0-9808-9297D408A505,25/05/2023 12:51,484,EN,Ireland,23,6,23,0,5,3,3,0,0,0,3,NA,10.771,16.13,15.688,16.553,3,4,4,3,3.5,51,2.661,73,8,3.066,29,1,2.548,21,3,3.035,71,11,2.887,47,16,2.779,39,10,3.149,71,18,3.271,54,15,2.583,19,4,3.319,32,12,2.535,47,9,2.682,38,7,3.769,71,2,2.856,76,5,3.767,53,6,2.464,48,20,2.659,47,14,9.358,50,17,3.394,57,13,2.735,38,19,4.666666667,4.666666667,4.666666667,4.666666667,0,0,0,0,0,0,0,0,0,0,17.37,NA,NA,NA,NA,NA,NA,NA,44.859,4,2,5,3,8,6,8,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,-0.2,-0.7,0.6,0.8,-0.2,-0.5,0.4,0.6,-0.2,-0.9,0.8,1,Socioaffective
70189413-3FAE-42FC-9993-BFC1FB5C738F,25/05/2023 12:52,1320,EN,Ireland,23,4,48,1,3,3,1,0,0,0,3,NA,13.319,16.17,16.719,21.474,6,6,7,7,6.5,33,3.452,23,16,4.001,16,18,4.334,21,10,3.267,18,17,9.755,16,12,7.57,30,14,4.824,20,11,4.335,45,19,10.91,39,2,4.345,38,5,4.242,25,7,11.25,22,4,6.93,22,9,2.976,28,15,4.865,12,8,3.994,13,20,5.901,31,3,7.145,25,6,7.838,35,1,3.415,36,13,5,4,4.333333333,4.444444444,6,7,0.692307692,0.933333333,0.933333333,0.933333333,0.933333333,1,0.933333333,0,22.614,5.297,4.72,2.648,2.718,3.225,3.127,2.323,123.188,4,4,5,4,9,8,9,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.1,-0.85,0.8,0.9,0,-0.8,0.8,0.8,-0.2,-0.9,0.8,1,Socioaffective
89D59B5E-A399-4973-A94E-9A600951294D,25/05/2023 12:55,4197,EN,Ireland,23,5,29,0,6,3,2,0,0,0,3,NA,11.751,28.945,17.249,31.373,5,4,4,3,4,100,2.622,36,15,34.702,60,10,4.798,90,2,4.373,50,18,2.91,59,11,45.689,91,1,11.595,77,12,9.075,59,17,3.139,64,19,34.225,54,7,5.025,53,8,21.095,0,13,5.423,50,14,7.136,67,9,8.911,50,6,5.914,51,5,24.396,54,16,9.502,0,3,2.988,64,20,187.339,28,4,3,3,2.333333333,2.777777778,6,8,0.923076923,0.8,0.933333333,1,1,0.933333333,0.733333333,0.933333333,80.074,4.766,3.854,6.601,5.853,3.355,25.289,3.85,160.795,1,4,2,4,9,5,6,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,3,1,-0.1,-0.55,0.5,0.6,0,-0.8,0.8,0.8,-0.2,-0.3,0.2,0.4,Cognitive
B5C117BA-C1A3-45FF-9076-186E6B3DC697,25/05/2023 13:10,962,EN,Ireland,23,3,51,1,6,3,0,0,0,0,3,NA,11.337,18.018,16.626,16.442,4,5,7,4,5,38,8.767,64,5,4.542,38,11,4.123,76,20,5.824,75,12,4.114,31,18,17.577,68,6,6.93,71,8,3.847,81,14,4.14,76,17,7.135,63,3,5.324,65,2,3.898,81,9,8.195,23,1,8.195,27,15,8.172,64,16,6.45,79,19,5.399,27,10,5.892,79,7,7.647,32,13,10.428,30,4,3.333333333,4.333333333,4,3.888888889,0,2,0.076923077,0.666666667,0,0,0,0,0,0,10.203,8.025,7.037,NA,NA,NA,NA,NA,68.892,3,2,0,3,12,5,3,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,5,2,0.2,-0.4,0.5,0.3,-0.2,-0.5,0.4,0.6,0.6,-0.3,0.6,0,Cognitive
8435EFC3-C4D6-4669-A02F-7BB7C0A66096,25/05/2023 13:16,559,EN,Ireland,23,1,50,1,5,3,0,0,0,0,3,NA,11.946,16.427,17.791,19.596,7,7,4,5,5.75,52,3.831,50,17,2.979,50,13,3.355,50,3,3.652,50,12,3.248,50,8,2.895,50,10,2.841,50,18,2.941,50,9,3.275,50,6,3.156,52,2,2.802,49,4,2.886,50,20,2.857,50,11,2.874,51,19,3.183,51,1,4.578,50,14,3.026,51,15,2.978,50,5,3.038,50,7,2.605,51,16,5,5,5,5,0,0,0,0,0,0,0,0,0,0,2.004,NA,NA,NA,NA,NA,NA,NA,93.874,3,4,5,2,10,7,7,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,3,0,-0.7,0.7,0.7,0.4,-0.6,0.8,0.4,-0.4,-0.8,0.6,1,Cognitive
3ECB1180-99FF-4D3B-90BD-CF684F43E783,25/05/2023 13:24,638,EN,Ireland,23,4,40,0,3,3,2,0,0,0,3,NA,17.592,16.963,18.783,23.11,5,6,6,6,5.75,80,4.687,86,17,3.307,86,5,3.917,84,18,2.894,89,4,2.847,89,16,3.244,86,13,2.945,83,6,3.184,83,15,3.142,85,19,2.963,88,12,2.796,82,9,2.778,86,2,3.156,84,20,2.809,88,14,3.86,89,11,4.524,86,8,7.536,88,1,4.783,84,7,4.792,82,3,2.818,93,10,5,5,4.666666667,4.888888889,1,1,0.923076923,0,0,0,0,0,0,0,2.561,10.749,NA,NA,NA,NA,NA,NA,62.349,5,5,4,1,15,10,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,4,0.5,-0.75,1,0.5,0.8,-0.6,1,0.2,0.2,-0.9,1,0.8,Socioaffective
9AD7FFEE-8AEA-4E11-A84B-09279C734E43,25/05/2023 13:30,2808,EN,Ireland,23,0,38,0,6,3,1,0,0,0,3,NA,NA,NA,NA,NA,5,4,5,5,4.75,79,2.848,59,13,3.079,61,15,3.356,58,14,3.186,63,17,3.206,76,3,4.641,36,8,2.779,66,19,3.364,73,2,2.99,64,20,3.341,72,4,2.879,82,5,3.109,65,18,3.83,42,10,3.097,60,12,5.605,61,7,3.743,40,11,3.912,66,6,4.672,68,1,2.773,40,9,3.531,65,16,4.333333333,4.333333333,4,4.222222222,0,1,0.846153846,0,0,0,0,0,0,0,27.704,5.776,NA,NA,NA,NA,NA,NA,46.074,5,4,5,4,10,9,9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.9,0.9,0.9,0,-0.8,0.8,0.8,0,-1,1,1,Control
